Id,SalePrice
1461,163249.99562997316
1462,163250.00202454213
1463,163250.0141275465
1464,163250.01668803557
1465,163250.0149175583
1466,163250.0119945535
1467,163250.01041308005
1468,163250.01295892787
1469,163250.01119877282
1470,163249.9989001095
1471,163250.0124240014
1472,163249.99364113028
1473,163249.99389257716
1474,163250.00198079186
1475,163249.9983044253
1476,163250.02873669766
1477,163250.02414092343
1478,163250.02352452377
1479,163250.02303362088
1480,163250.03150968938
1481,163250.0263190144
1482,163250.02045605925
1483,163250.01708255845
1484,163250.01795914557
1485,163250.01840836505
1486,163250.0192811748
1487,163250.0261935862
1488,163250.02022630366
1489,163250.01872021545
1490,163250.01850941332
1491,163250.0190360795
1492,163249.9872433418
1493,163250.008104007
1494,163250.0218134292
1495,163250.02176168733
1496,163250.01730335818
1497,163250.01581592107
1498,163250.01355495834
1499,163250.0111376074
1500,163250.01457701164
1501,163250.01156025982
1502,163250.01650802078
1503,163250.02218512722
1504,163250.0216577034
1505,163250.01912883052
1506,163250.0094358151
1507,163250.01547789565
1508,163250.00993295654
1509,163250.00328153872
1510,163250.00413877037
1511,163250.00407001184
1512,163250.00645710723
1513,163250.0020027509
1514,163250.00142051792
1515,163250.0033064568
1516,163249.9977043079
1517,163250.00427755958
1518,163249.99889527724
1519,163250.0181506738
1520,163249.99878117477
1521,163249.99984915712
1522,163250.0029826416
1523,163249.9925368443
1524,163249.99262092504
1525,163249.99387152534
1526,163249.99402279858
1527,163249.99318653694
1528,163249.99362312225
1529,163249.99987179553
1530,163250.00371783072
1531,163249.99549300093
1532,163249.99130535024
1533,163249.99594549573
1534,163249.99383493626
1535,163249.9982433234
1536,163249.9898345619
1537,163249.9842547521
1538,163249.99710600238
1539,163250.00312792513
1540,163249.9894089583
1541,163249.99630366944
1542,163249.99340472865
1543,163249.99832265897
1544,163249.9841553709
1545,163249.98956139974
1546,163249.99317781397
1547,163249.99245729612
1548,163249.99119510243
1549,163249.9952806566
1550,163249.99262335346
1551,163249.99062277147
1552,163249.99408454524
1553,163250.001466288
1554,163249.99498448736
1555,163250.0061291961
1556,163249.98989718614
1557,163249.9894660268
1558,163249.99513955927
1559,163249.9916740261
1560,163249.98991218916
1561,163249.99887077598
1562,163249.99929827556
1563,163249.997196834
1564,163250.00603665868
1565,163250.00147611715
1566,163250.01237124938
1567,163249.98953294885
1568,163250.0205645288
1569,163249.99788106477
1570,163250.00138667517
1571,163249.99329579048
1572,163249.99951247708
1573,163250.02138790453
1574,163249.9971498183
1575,163250.01699986027
1576,163250.02211431848
1577,163250.01770222746
1578,163249.99968201935
1579,163250.00592725415
1580,163250.0143749983
1581,163250.00635887933
1582,163249.99718497408
1583,163250.02295250315
1584,163250.019734856
1585,163250.01283477666
1586,163249.98997406798
1587,163249.99544039648
1588,163250.00258760154
1589,163249.99125765363
1590,163249.99810314123
