Id,SalePrice
1461,133500.0
1462,145250.0
1463,185000.0
1464,192000.0
1465,180000.0
1466,188000.0
1467,173000.0
1468,181000.0
1469,202665.0
1470,129000.0
1471,226000.0
1472,113000.0
1473,124500.0
1474,143000.0
1475,152000.0
1476,380000.0
1477,250000.0
1478,277500.0
1479,147000.0
1480,465000.0
1481,345000.0
1482,265900.0
1483,176432.0
1484,184000.0
1485,190000.0
1486,190000.0
1487,285000.0
1488,250000.0
1489,215200.0
1490,222000.0
1491,208500.0
1492,100000.0
1493,175000.0
1494,359100.0
1495,315000.0
1496,213000.0
1497,213490.0
1498,151000.0
1499,155000.0
1500,173733.0
1501,180000.0
1502,175500.0
1503,293077.0
1504,290000.0
1505,204000.0
1506,206900.0
1507,215000.0
1508,231500.0
1509,175900.0
1510,143000.0
1511,143000.0
1512,200500.0
1513,142600.0
1514,205000.0
1515,160000.0
1516,177000.0
1517,176000.0
1518,124000.0
1519,227000.0
1520,128900.0
1521,148000.0
1522,167900.0
1523,110000.0
1524,119900.0
1525,119900.0
1526,110000.0
1527,105900.0
1528,145000.0
1529,144000.0
1530,140000.0
1531,95000.0
1532,109500.0
1533,109900.0
1534,115000.0
1535,139000.0
1536,120000.0
1537,81000.0
1538,265900.0
1539,359100.0
1540,112000.0
1541,140000.0
1542,139000.0
1543,167500.0
1544,128000.0
1545,89500.0
1546,128500.0
1547,171000.0
1548,140000.0
1549,94750.0
1550,145000.0
1551,120000.0
1552,107400.0
1553,165000.0
1554,116000.0
1555,179900.0
1556,79000.0
1557,108959.0
1558,89500.0
1559,118500.0
1560,150000.0
1561,175000.0
1562,135000.0
1563,145000.0
1564,143000.0
1565,142953.0
1566,246578.0
1567,105000.0
1568,231500.0
1569,175900.0
1570,124000.0
1571,95000.0
1572,157000.0
1573,279500.0
1574,108959.0
1575,206300.0
1576,237500.0
1577,198900.0
1578,129000.0
1579,156000.0
1580,208500.0
1581,152000.0
1582,124900.0
1583,315000.0
1584,265000.0
1585,140000.0
1586,52000.0
1587,98300.0
1588,157000.0
1589,143500.0
1590,125000.0
1591,108000.0
1592,150750.0
1593,119900.0
1594,118500.0
1595,142953.0
1596,200000.0
1597,153500.0
1598,180500.0
1599,189000.0
1600,180000.0
1601,88000.0
1602,120500.0
1603,89471.0
1604,251000.0
1605,228500.0
1606,179900.0
1607,129000.0
1608,207500.0
