Id,SalePrice
1461,127804.74
1462,154397.0
1463,184162.34
1464,186548.0
1465,199352.54
1466,182846.52
1467,171266.02
1468,175402.87
1469,182274.21
1470,128859.7
1471,198584.95
1472,96315.0
1473,107237.83
1474,153597.5
1475,153477.79
1476,415676.57
1477,262083.78
1478,290802.74
1479,253063.43
1480,418025.96
1481,313194.08
1482,216030.53
1483,172426.68
1484,183523.68
1485,166070.03
1486,199274.42
1487,334156.55
1488,246598.24
1489,202616.2
1490,196975.5
1491,193914.47
1492,103698.5
1493,175669.28
1494,290790.29
1495,295062.62
1496,223128.78
1497,190828.97
1498,155374.9
1499,154767.72
1500,157104.82
1501,171174.53
1502,162390.56
1503,300517.01
1504,235970.16
1505,218915.46
1506,192748.0
1507,213371.78
1508,199898.0
1509,166611.4
1510,153916.82
1511,157017.0
1512,171557.5
1513,150548.62
1514,161689.52
1515,182129.14
1516,148716.32
1517,158067.65
1518,129090.73
1519,218441.8
1520,140454.5
1521,150734.0
1522,159621.5
1523,111095.09
1524,120212.0
1525,128322.5
1526,126277.09
1527,106973.42
1528,126356.0
1529,146860.5
1530,164577.32
1531,123129.51
1532,105390.25
1533,144744.08
1534,117240.83
1535,165044.45
1536,118442.54
1537,88091.0
1538,170464.56
1539,234802.09
1540,122162.73
1541,155529.93
1542,152674.68
1543,221652.96
1544,91082.5
1545,101133.54
1546,123702.75
1547,140274.34
1548,134123.68
1549,118025.5
1550,143040.23
1551,119018.09
1552,132274.33
1553,157241.29
1554,108940.04
1555,171137.88
1556,92833.04
1557,121959.43
1558,92258.04
1559,136189.29
1560,150531.34
1561,166247.2
1562,126605.66
1563,121223.66
1564,159240.9
1565,149457.86
1566,223045.92
1567,96101.5
1568,220149.0
1569,151324.59
1570,129148.0
1571,130189.69
1572,149465.75
1573,238062.04
1574,119502.95
1575,211564.63
1576,205600.0
1577,199675.69
1578,155368.6
1579,139441.2
1580,192527.86
1581,143297.77
1582,128152.08
1583,322425.82
1584,238922.79
1585,140328.0
1586,79628.0
1587,110626.29
1588,153807.43
1589,107998.54
1590,133031.5
1591,105731.46
1592,130970.18
1593,119166.96
1594,148834.17
1595,117662.31
1596,237864.18
1597,171340.2
1598,186806.63
1599,209618.4
1600,196030.01
1601,83839.0
1602,117591.75
1603,101969.5
1604,282450.38
1605,251636.75
1606,163179.0
1607,173451.88
1608,212905.84
1609,192241.2
1610,163014.8
1611,149528.41
1612,161254.36
1613,163731.57
1614,118200.5
1615,85357.0
1616,80817.0
1617,91998.37
1618,126876.08
1619,136193.0
1620,152759.25
1621,140139.98
1622,163455.4
1623,286312.04
1624,206410.83
1625,128819.43
1626,170542.36
1627,189007.0
1628,275840.22
1629,174249.15
1630,324194.06
1631,227230.9
1632,263814.26
1633,163054.43
1634,184703.72
1635,178762.57
1636,157096.72
1637,170311.15
1638,209913.0
1639,173917.93
1640,253872.62
1641,191321.32
1642,225965.59
1643,224342.75
1644,229850.16
1645,178445.28
1646,154917.5
1647,165774.76
1648,146412.5
1649,140882.5
1650,125107.6
1651,126070.76
1652,97908.0
1653,99414.0
1654,161831.5
1655,165122.77
1656,150150.84
1657,150248.18
1658,160756.68
1659,154357.01
1660,142251.23
1661,424213.35
1662,384623.01
1663,376255.3
1664,442535.07
1665,314359.31
1666,329860.49
1667,352637.98
1668,334109.06
1669,298658.71
1670,339568.67
1671,264197.66
1672,427196.52
1673,304648.94
1674,260190.92
1675,188551.43
1676,190584.25
1677,202071.55
1678,442005.93
1679,369721.67
1680,338874.07
1681,276145.11
1682,303153.0
1683,189583.95
1684,171780.61
1685,176089.84
1686,179823.95
1687,163132.65
1688,181656.85
1689,188985.19
1690,184961.89
1691,171927.72
1692,261513.41
1693,165329.83
1694,182572.97
1695,168026.57
1696,264792.31
1697,167842.6
1698,331249.29
1699,309833.63
1700,243916.99
1701,261812.39
1702,253485.84
1703,251232.75
1704,289976.11
1705,242664.62
1706,393686.95
1707,196863.56
1708,200558.52
1709,288285.39
1710,223700.46
1711,259343.94
1712,245695.12
1713,264039.67
1714,224880.44
1715,201175.65
1716,176026.93
1717,168668.18
1718,133463.48
1719,205025.9
1720,263268.57
1721,165617.85
1722,120220.25
1723,153705.97
1724,218105.38
1725,238302.32
1726,187741.55
1727,164770.29
1728,194458.5
1729,162344.69
1730,154992.07
1731,126095.58
1732,132286.93
1733,126208.0
1734,133149.25
1735,130037.5
1736,118304.08
1737,362233.49
1738,220473.49
1739,310252.54
1740,188103.73
1741,182004.15
1742,169090.18
1743,173689.35
1744,321761.57
1745,235538.84
1746,259571.21
1747,216082.99
1748,198352.03
1749,159233.0
1750,153684.5
1751,228229.08
1752,123207.0
1753,140296.95
1754,220911.67
1755,165860.0
1756,124505.86
1757,120378.9
1758,145635.5
1759,163365.82
1760,159114.0
1761,150044.0
1762,174501.91
1763,166231.9
1764,118247.21
1765,169130.5
1766,170761.82
1767,198993.04
1768,140109.25
1769,171086.02
1770,140684.0
